user_id,timestamp,amount,ip,country,device_id,status,is_fraud
user_39,2023-01-01 11:41:00,59.57,192.168.11.190,US,device_140,success,0
user_83,2023-01-03 19:43:00,20.18,192.168.152.32,DE,device_246,success,0
user_74,2023-01-02 16:19:00,4.86,192.168.161.242,UK,device_16,success,0
user_40,2023-01-03 14:56:00,4.32,192.168.35.114,UK,device_218,success,0
user_48,2023-01-02 19:03:00,100.58,192.168.151.186,UK,device_164,success,0
user_13,2023-01-01 12:06:00,71.62,192.168.89.51,UK,device_121,success,0
user_45,2023-01-02 13:36:00,33.1,192.168.151.130,DE,device_136,success,0
user_90,2023-01-02 16:26:00,23.94,192.168.146.196,US,device_107,decline,0
user_11,2023-01-01 00:54:00,8.49,192.168.177.134,US,device_6,success,0
user_30,2023-01-01 18:25:00,199.56,192.168.175.128,UK,device_189,success,0
user_52,2023-01-03 04:33:00,9.83,192.168.239.42,FR,device_265,success,0
user_3,2023-01-03 18:27:00,20.95,192.168.206.51,UK,device_125,success,0
user_59,2023-01-03 04:02:10,2.551284354899505,10.0.0.1,RU,bot_device,decline,1
user_55,2023-01-03 14:22:00,26.92,192.168.67.188,UK,device_115,success,0
user_95,2023-01-01 16:44:00,111.99,192.168.76.55,RU,device_282,success,0
user_79,2023-01-02 04:32:00,135.9,192.168.29.4,RU,device_202,success,0
user_55,2023-01-02 05:27:00,194.0,192.168.189.133,UK,device_153,success,0
user_29,2023-01-02 03:46:00,0.78,192.168.40.166,DE,device_47,success,0
user_92,2023-01-02 11:55:00,17.29,192.168.250.134,DE,device_68,success,0
user_82,2023-01-02 17:42:00,12.62,192.168.19.241,RU,device_86,success,0
user_43,2023-01-03 01:00:00,28.58,192.168.13.246,UK,device_163,success,0
user_63,2023-01-02 01:03:00,3.75,192.168.244.122,FR,device_64,success,0
user_56,2023-01-01 03:24:00,51.53,192.168.37.254,DE,device_37,success,0
user_65,2023-01-03 08:38:00,0.12,192.168.66.64,UK,device_45,success,0
user_21,2023-01-01 05:43:00,77.32,192.168.37.187,FR,device_168,success,0
user_92,2023-01-03 00:32:00,21.96,192.168.236.62,UK,device_247,success,0
user_76,2023-01-02 23:57:00,86.89,192.168.23.97,DE,device_154,success,0
user_19,2023-01-03 02:17:00,51.86,192.168.131.175,FR,device_26,success,0
user_62,2023-01-02 12:11:00,3.68,192.168.53.137,DE,device_236,success,0
user_51,2023-01-03 06:49:00,161.87,192.168.48.152,UK,device_260,success,0
user_23,2023-01-02 17:22:00,16.49,192.168.193.223,RU,device_184,success,0
user_84,2023-01-03 23:00:00,27.23,192.168.52.223,US,device_224,success,0
user_21,2023-01-02 22:03:00,21.34,192.168.205.29,US,device_273,success,0
user_32,2023-01-03 22:34:00,6.82,192.168.60.249,RU,device_211,success,0
user_73,2023-01-01 08:31:00,27.74,192.168.218.204,UK,device_248,success,0
user_2,2023-01-03 08:58:00,10.72,192.168.102.244,US,device_70,success,0
user_47,2023-01-03 17:09:00,111.87,192.168.227.37,FR,device_250,success,0
user_59,2023-01-01 09:31:00,27.05,192.168.68.201,FR,device_1,success,0
user_97,2023-01-02 10:14:00,140.31,192.168.75.6,DE,device_56,success,0
user_16,2023-01-03 03:47:00,9.94,192.168.145.15,US,device_207,success,0
user_32,2023-01-03 12:55:00,33.63,192.168.158.252,RU,device_184,success,0
user_43,2023-01-02 16:46:00,37.48,192.168.85.69,RU,device_39,success,0
user_1,2023-01-01 01:11:00,39.21,192.168.164.93,UK,device_255,success,0
user_16,2023-01-03 17:14:00,41.07,192.168.202.58,US,device_279,success,0
user_48,2023-01-03 22:17:00,9.68,192.168.153.149,UK,device_188,success,0
user_88,2023-01-02 09:34:00,22.66,192.168.106.187,FR,device_217,success,0
user_3,2023-01-02 11:56:00,18.22,192.168.6.72,FR,device_100,success,0
user_13,2023-01-03 12:44:00,5.32,192.168.101.15,RU,device_218,success,0
user_95,2023-01-02 22:14:00,51.98,192.168.129.142,US,device_12,success,0
user_53,2023-01-01 20:32:00,3.98,192.168.98.236,UK,device_219,success,0
user_58,2023-01-01 23:11:00,59.71,192.168.158.94,FR,device_159,success,0
user_30,2023-01-02 10:28:00,83.33,192.168.63.240,US,device_243,success,0
user_42,2023-01-02 13:39:00,14.89,192.168.35.220,US,device_257,success,0
user_83,2023-01-01 22:21:00,47.6,192.168.107.54,US,device_197,success,0
user_57,2023-01-02 20:00:00,1.64,192.168.89.18,US,device_24,success,0
user_23,2023-01-01 18:20:00,11.44,192.168.181.175,DE,device_216,success,0
user_91,2023-01-02 16:07:00,13.74,192.168.118.123,DE,device_71,decline,0
user_74,2023-01-03 14:50:00,34.39,192.168.131.254,DE,device_23,success,0
user_79,2023-01-03 11:54:00,142.66,192.168.166.246,US,device_284,success,0
user_47,2023-01-01 07:25:00,1.9,192.168.242.53,US,device_245,success,0
user_31,2023-01-03 13:04:00,65.42,192.168.123.18,UK,device_185,success,0
user_40,2023-01-03 22:49:00,169.43,192.168.149.175,FR,device_281,success,0
user_17,2023-01-01 23:14:00,14.04,192.168.147.28,UK,device_128,success,0
user_89,2023-01-01 23:08:00,23.15,192.168.243.144,DE,device_215,decline,0
user_12,2023-01-01 11:27:00,28.35,192.168.234.241,US,device_266,success,0
user_3,2023-01-03 00:12:00,54.19,192.168.229.190,UK,device_61,success,0
user_93,2023-01-02 11:08:00,17.81,192.168.64.139,DE,device_293,success,0
user_41,2023-01-03 18:40:00,47.04,192.168.42.206,UK,device_114,success,0
user_90,2023-01-01 05:09:00,4.54,192.168.131.85,FR,device_49,success,0
user_44,2023-01-02 04:05:00,25.89,192.168.207.233,US,device_153,success,0
user_90,2023-01-03 01:17:00,5.31,192.168.147.27,US,device_51,success,0
user_99,2023-01-01 16:54:00,31.16,192.168.1.167,FR,device_55,success,0
user_47,2023-01-03 16:48:00,17.93,192.168.80.94,DE,device_171,success,0
user_27,2023-01-01 12:57:00,24.96,192.168.201.75,UK,device_275,success,0
user_80,2023-01-01 23:12:00,31.51,192.168.244.27,RU,device_85,success,0
user_83,2023-01-01 01:00:00,214.88,192.168.240.54,FR,device_37,success,0
user_12,2023-01-01 08:49:00,107.35,192.168.196.179,FR,device_10,success,0
user_46,2023-01-01 17:56:00,100.54,192.168.50.70,RU,device_66,success,0
user_19,2023-01-03 01:30:00,22.03,192.168.51.208,RU,device_255,success,0
user_11,2023-01-01 05:59:00,200.67,192.168.149.179,US,device_183,success,0
user_3,2023-01-03 23:58:00,31.42,192.168.151.248,US,device_42,success,0
user_52,2023-01-01 02:34:00,28.7,192.168.15.34,RU,device_92,success,0
user_61,2023-01-02 03:22:00,43.5,192.168.86.65,US,device_193,decline,0
user_42,2023-01-03 02:00:00,3.9062828333111748,10.0.0.1,RU,bot_device,decline,1
user_78,2023-01-03 03:32:00,40.58,192.168.93.7,RU,device_147,success,0
user_26,2023-01-03 04:33:00,78.68,192.168.125.96,FR,device_198,success,0
user_43,2023-01-01 22:40:00,44.73,192.168.126.190,UK,device_223,success,0
user_47,2023-01-03 08:19:00,32.49,192.168.228.119,RU,device_6,success,0
user_79,2023-01-03 13:34:00,33.04,192.168.57.92,DE,device_155,success,0
user_0,2023-01-01 10:35:00,62.69,192.168.146.144,US,device_42,success,0
user_18,2023-01-03 11:23:00,2.63,192.168.73.50,FR,device_84,success,0
user_5,2023-01-01 22:51:00,92.37,192.168.162.167,FR,device_124,success,0
user_7,2023-01-03 02:59:00,19.79,192.168.43.142,UK,device_133,success,0
user_93,2023-01-03 02:36:00,49.02,192.168.87.45,DE,device_7,success,0
user_91,2023-01-02 05:22:00,12.83,192.168.77.221,RU,device_188,success,0
user_54,2023-01-02 18:36:00,46.12,192.168.69.62,RU,device_43,success,0
user_70,2023-01-01 16:16:00,49.79,192.168.236.120,RU,device_228,success,0
user_7,2023-01-03 15:44:00,34.12,192.168.81.18,RU,device_190,decline,0
user_49,2023-01-01 18:36:00,68.47,192.168.179.93,DE,device_40,success,0
user_34,2023-01-02 01:19:00,66.96,192.168.211.200,FR,device_124,decline,0
user_23,2023-01-01 17:35:00,66.28,192.168.66.29,RU,device_295,success,0
user_66,2023-01-03 23:21:00,19.29,192.168.157.24,DE,device_55,success,0
user_70,2023-01-03 16:14:00,10.98,192.168.140.213,DE,device_60,success,0
user_66,2023-01-03 22:57:00,88.65,192.168.30.126,RU,device_274,success,0
user_23,2023-01-03 22:18:00,71.37,192.168.219.71,UK,device_275,success,0
user_89,2023-01-03 14:50:00,94.58,192.168.181.202,UK,device_143,success,0
user_76,2023-01-03 16:12:00,12.43,192.168.65.58,FR,device_87,success,0
user_58,2023-01-02 00:35:00,13.32,192.168.210.132,UK,device_141,success,0
user_79,2023-01-03 12:32:00,26.65,192.168.13.41,RU,device_179,success,0
user_48,2023-01-02 22:49:00,108.77,192.168.17.222,FR,device_200,success,0
user_81,2023-01-03 01:24:00,41.06,192.168.240.64,DE,device_3,success,0
user_60,2023-01-01 14:05:00,19.96,192.168.105.188,RU,device_125,decline,0
user_35,2023-01-01 07:31:00,52.61,192.168.170.222,RU,device_39,success,0
user_88,2023-01-02 17:11:00,20.99,192.168.158.243,FR,device_81,success,0
user_17,2023-01-02 19:10:00,34.08,192.168.162.143,FR,device_114,success,0
user_1,2023-01-03 07:28:00,69.47,192.168.174.208,UK,device_170,success,0
user_57,2023-01-01 06:01:00,85.47,192.168.208.203,FR,device_222,success,0
user_32,2023-01-01 09:16:00,83.52,192.168.196.205,DE,device_66,success,0
user_45,2023-01-03 17:56:00,6.19,192.168.17.2,UK,device_119,success,0
user_13,2023-01-01 18:29:00,8.28,192.168.80.241,UK,device_123,success,0
user_18,2023-01-02 14:15:00,7.21,192.168.177.165,FR,device_80,success,0
user_99,2023-01-02 06:39:00,202.46,192.168.69.77,UK,device_123,success,0
user_38,2023-01-02 11:27:00,1.64,192.168.9.198,UK,device_3,success,0
user_86,2023-01-02 00:00:00,34.17,192.168.26.218,UK,device_59,success,0
user_73,2023-01-01 15:15:00,70.09,192.168.9.210,RU,device_76,decline,0
user_84,2023-01-02 06:40:00,6.35,192.168.85.25,RU,device_79,success,0
user_7,2023-01-01 11:03:00,20.34,192.168.29.57,RU,device_206,success,0
user_6,2023-01-03 02:08:00,104.68,192.168.147.196,DE,device_133,success,0
user_54,2023-01-02 08:26:00,54.89,192.168.5.237,FR,device_13,success,0
user_62,2023-01-03 10:21:00,2.45,192.168.180.104,UK,device_164,success,0
user_4,2023-01-03 19:10:00,135.8,192.168.27.120,RU,device_150,success,0
user_11,2023-01-01 03:51:00,17.21,192.168.119.181,UK,device_75,success,0
user_74,2023-01-01 19:18:00,18.96,192.168.139.105,RU,device_263,success,0
user_68,2023-01-02 11:11:00,17.8,192.168.151.214,RU,device_280,decline,0
user_12,2023-01-02 11:26:00,38.74,192.168.225.249,DE,device_244,success,0
user_22,2023-01-02 16:14:00,40.3,192.168.52.33,FR,device_39,success,0
user_17,2023-01-02 12:34:00,37.79,192.168.182.119,RU,device_280,success,0
user_58,2023-01-01 18:02:00,21.76,192.168.231.85,US,device_293,decline,0
user_12,2023-01-03 07:57:00,30.63,192.168.102.6,UK,device_16,success,0
user_90,2023-01-01 23:33:00,16.42,192.168.127.47,US,device_232,success,0
user_54,2023-01-02 23:23:00,123.41,192.168.36.136,FR,device_134,success,0
user_23,2023-01-02 14:25:00,30.26,192.168.181.32,DE,device_295,success,0
user_65,2023-01-03 16:02:00,10.3,192.168.110.106,RU,device_46,success,0
user_19,2023-01-02 02:30:00,88.35,192.168.79.86,DE,device_115,success,0
user_94,2023-01-01 09:42:00,152.08,192.168.25.29,FR,device_110,success,0
user_56,2023-01-02 01:04:00,92.16,192.168.72.159,UK,device_121,success,0
user_62,2023-01-02 18:38:00,60.59,192.168.140.86,UK,device_1,success,0
user_59,2023-01-01 21:00:00,43.98,192.168.196.72,RU,device_131,success,0
user_89,2023-01-01 23:29:00,19.47,192.168.103.160,FR,device_93,success,0
user_0,2023-01-03 14:55:00,8.3,192.168.82.92,DE,device_259,decline,0
user_88,2023-01-02 01:51:00,4.23,192.168.47.246,DE,device_200,success,0
user_2,2023-01-03 03:23:00,71.82,192.168.97.5,UK,device_39,success,0
user_77,2023-01-03 06:05:00,138.76,192.168.199.7,US,device_250,success,0
user_44,2023-01-03 16:05:00,80.66,192.168.53.46,UK,device_80,success,0
user_14,2023-01-01 07:44:00,46.24,192.168.219.14,DE,device_224,success,0
user_29,2023-01-03 12:04:00,64.58,192.168.161.3,DE,device_97,decline,0
user_85,2023-01-03 10:30:00,151.91,192.168.63.39,FR,device_283,success,0
user_85,2023-01-01 05:54:00,32.39,192.168.112.106,UK,device_252,success,0
user_90,2023-01-03 12:50:00,166.24,192.168.3.153,FR,device_203,success,0
user_85,2023-01-01 03:04:00,117.95,192.168.177.225,UK,device_184,success,0
user_88,2023-01-02 07:52:00,184.81,192.168.124.117,UK,device_150,success,0
user_55,2023-01-03 05:52:00,23.81,192.168.7.200,UK,device_21,success,0
user_54,2023-01-01 23:57:00,1.27,192.168.10.180,DE,device_192,decline,0
user_29,2023-01-02 09:43:00,102.75,192.168.181.212,UK,device_77,success,0
user_58,2023-01-01 21:00:00,77.52,192.168.63.71,FR,device_107,success,0
user_28,2023-01-02 15:50:00,29.03,192.168.41.97,US,device_68,success,0
user_41,2023-01-01 09:28:00,76.78,192.168.164.220,US,device_45,success,0
user_96,2023-01-01 10:17:00,42.0,192.168.74.190,DE,device_226,success,0
user_5,2023-01-01 13:02:00,133.7,192.168.184.214,FR,device_212,success,0
user_14,2023-01-02 09:43:00,9.82,192.168.201.37,FR,device_272,success,0
user_27,2023-01-02 06:43:00,141.11,192.168.167.127,FR,device_151,success,0
user_93,2023-01-03 04:03:00,37.73,192.168.169.43,RU,device_35,success,0
user_48,2023-01-03 05:27:00,1.75,192.168.16.33,RU,device_226,success,0
user_92,2023-01-02 07:55:00,81.23,192.168.221.17,UK,device_99,success,0
user_61,2023-01-03 22:57:00,62.33,192.168.209.121,UK,device_30,success,0
user_21,2023-01-01 01:46:00,2.27,192.168.34.92,DE,device_235,success,0
user_81,2023-01-03 11:58:00,16.75,192.168.100.164,UK,device_66,success,0
user_96,2023-01-03 14:47:00,20.92,192.168.106.48,DE,device_118,success,0
user_24,2023-01-03 23:06:00,105.04,192.168.121.187,RU,device_251,success,0
user_10,2023-01-02 11:44:00,19.26,192.168.15.43,DE,device_1,success,0
user_95,2023-01-01 17:25:00,13.99,192.168.37.229,FR,device_67,success,0
user_0,2023-01-03 15:31:00,16.57,192.168.123.18,RU,device_209,success,0
user_87,2023-01-02 02:01:00,13.35,192.168.81.104,UK,device_19,success,0
user_97,2023-01-03 17:47:00,51.39,192.168.233.248,FR,device_9,success,0
user_1,2023-01-01 16:23:00,189.91,192.168.188.159,US,device_151,decline,0
user_14,2023-01-03 09:56:00,59.11,192.168.68.62,FR,device_124,success,0
user_10,2023-01-01 11:01:00,41.31,192.168.35.196,RU,device_253,success,0
user_12,2023-01-01 13:04:00,30.0,172.16.0.1,RU,same_device,success,1
user_33,2023-01-02 15:55:00,14.0,192.168.34.5,US,device_29,success,0
user_75,2023-01-02 20:09:00,91.62,192.168.11.208,DE,device_201,success,0
user_3,2023-01-03 14:02:00,56.09,192.168.91.166,US,device_60,success,0
user_74,2023-01-02 15:15:00,84.5,192.168.77.2,FR,device_167,success,0
user_76,2023-01-02 00:09:00,22.64,192.168.171.191,DE,device_275,success,0
user_38,2023-01-03 21:27:00,5.45,192.168.26.7,RU,device_264,success,0
user_88,2023-01-02 18:57:00,19.29,192.168.161.208,UK,device_79,success,0
user_10,2023-01-01 06:57:00,16.72,192.168.132.8,FR,device_70,success,0
user_22,2023-01-03 12:07:00,33.68,192.168.165.45,FR,device_133,success,0
user_45,2023-01-03 00:37:00,26.07,192.168.245.226,UK,device_175,success,0
user_93,2023-01-03 01:08:00,156.87,192.168.87.208,FR,device_149,success,0
user_0,2023-01-03 11:09:00,11.78,192.168.2.45,RU,device_177,success,0
user_24,2023-01-01 23:17:00,4.25,192.168.221.242,RU,device_227,success,0
user_32,2023-01-03 22:09:00,5.3,192.168.163.208,FR,device_209,success,0
user_66,2023-01-02 17:29:00,36.0,192.168.186.107,DE,device_180,success,0
user_19,2023-01-01 00:07:00,100.48,192.168.54.133,UK,device_31,success,0
user_91,2023-01-02 22:43:00,63.91,192.168.234.137,FR,device_56,success,0
user_81,2023-01-03 23:57:00,55.64,192.168.91.158,US,device_263,success,0
user_42,2023-01-03 07:07:00,159.72,192.168.120.237,RU,device_270,success,0
user_90,2023-01-02 10:02:00,35.24,192.168.140.230,DE,device_83,decline,0
user_39,2023-01-02 16:29:00,12.1,192.168.184.82,RU,device_214,decline,0
user_20,2023-01-03 09:53:00,160.44,192.168.136.140,RU,device_239,success,0
user_82,2023-01-02 05:48:00,29.95,192.168.248.247,DE,device_204,success,0
user_19,2023-01-02 18:18:00,175.64,192.168.84.43,DE,device_135,success,0
user_87,2023-01-01 11:04:00,2.01,192.168.84.108,FR,device_159,success,0
user_23,2023-01-02 20:20:00,43.01,192.168.124.102,RU,device_211,success,0
user_30,2023-01-02 02:14:00,131.38,192.168.138.69,DE,device_241,success,0
user_38,2023-01-01 09:55:00,5.34,192.168.218.56,RU,device_88,success,0
user_92,2023-01-01 05:53:00,76.39,192.168.58.177,FR,device_34,success,0
user_98,2023-01-01 07:23:00,143.29,192.168.224.76,US,device_210,success,0
user_80,2023-01-01 09:01:00,35.27,192.168.56.110,FR,device_252,decline,0
user_29,2023-01-01 09:01:00,80.78,192.168.105.145,FR,device_260,decline,0
user_40,2023-01-01 02:05:00,30.66,192.168.61.26,UK,device_281,success,0
user_83,2023-01-02 06:40:00,45.59,192.168.187.69,FR,device_149,success,0
user_16,2023-01-03 10:44:00,16.68,192.168.86.125,RU,device_178,success,0
user_53,2023-01-03 05:15:00,12.03,192.168.219.232,DE,device_126,success,0
user_89,2023-01-03 22:54:00,158.15,192.168.215.128,DE,device_106,decline,0
user_82,2023-01-01 04:29:00,11.55,192.168.99.104,RU,device_232,success,0
user_50,2023-01-01 06:20:00,112.26,192.168.87.71,RU,device_266,success,0
user_56,2023-01-02 15:10:00,10.84,192.168.199.239,FR,device_232,decline,0
user_43,2023-01-02 20:24:00,54.59,192.168.76.171,UK,device_260,success,0
user_32,2023-01-01 13:42:00,62.41,192.168.165.241,US,device_139,success,0
user_52,2023-01-01 06:12:00,80.04,192.168.244.48,US,device_282,success,0
user_10,2023-01-02 13:33:00,28.42,192.168.71.97,RU,device_287,success,0
user_37,2023-01-01 23:58:00,5.46,192.168.4.105,US,device_154,decline,0
user_30,2023-01-02 16:22:00,92.28,192.168.123.143,DE,device_258,success,0
user_7,2023-01-03 20:53:00,20.92,192.168.209.0,US,device_268,success,0
user_86,2023-01-02 02:44:00,20.11,192.168.236.176,DE,device_140,success,0
user_39,2023-01-03 19:10:00,26.88,192.168.53.96,DE,device_67,success,0
user_58,2023-01-03 14:01:00,0.74,192.168.186.234,US,device_62,success,0
user_36,2023-01-02 03:54:00,14.08,192.168.122.127,DE,device_127,success,0
user_89,2023-01-01 00:39:00,74.13,192.168.178.38,UK,device_291,success,0
user_63,2023-01-03 08:01:00,70.07,192.168.144.231,US,device_62,success,0
user_99,2023-01-01 11:21:00,1.43,192.168.92.3,UK,device_113,success,0
user_56,2023-01-02 20:46:00,54.33,192.168.228.146,DE,device_259,success,0
user_58,2023-01-03 22:28:00,166.89,192.168.120.93,US,device_139,success,0
user_75,2023-01-01 19:57:00,48.02,192.168.206.100,DE,device_231,success,0
user_51,2023-01-01 03:44:00,90.25,192.168.235.182,RU,device_189,success,0
user_1,2023-01-03 08:17:00,7.41,192.168.206.108,RU,device_129,success,0
user_82,2023-01-01 11:42:00,17.9,192.168.137.176,DE,device_168,success,0
user_85,2023-01-01 20:44:00,186.65,192.168.74.87,RU,device_210,decline,0
user_72,2023-01-01 20:57:00,124.9,192.168.108.8,RU,device_56,decline,0
user_69,2023-01-01 21:09:00,22.25,192.168.130.236,US,device_149,success,0
user_83,2023-01-02 09:23:00,74.78,192.168.224.54,US,device_206,success,0
user_72,2023-01-03 01:16:00,32.63,192.168.242.121,FR,device_21,success,0
user_25,2023-01-02 22:39:00,315.3,192.168.88.211,UK,device_159,success,0
user_64,2023-01-01 11:02:30,3.9337659752426326,10.0.0.1,RU,bot_device,decline,1
user_37,2023-01-01 04:04:00,152.77,192.168.161.246,FR,device_85,success,0
user_11,2023-01-01 14:43:00,9.95,192.168.47.86,DE,device_69,success,0
user_15,2023-01-02 03:30:00,39.93,192.168.213.147,US,device_297,success,0
user_99,2023-01-02 01:27:00,8.78,192.168.131.76,RU,device_168,decline,0
user_51,2023-01-03 07:46:00,120.11,192.168.194.163,RU,device_81,success,0
user_34,2023-01-02 15:03:00,30.07,192.168.103.13,RU,device_123,success,0
user_30,2023-01-01 15:01:00,20.52,192.168.9.4,UK,device_185,success,0
user_80,2023-01-01 08:47:00,65.21,192.168.77.124,US,device_178,success,0
user_45,2023-01-02 02:25:00,42.59,192.168.148.68,US,device_49,success,0
user_51,2023-01-01 19:47:00,26.19,192.168.223.15,UK,device_112,success,0
user_47,2023-01-01 09:20:00,6.19,192.168.81.172,DE,device_295,success,0
user_75,2023-01-03 09:51:00,26.48,192.168.112.34,RU,device_229,success,0
user_36,2023-01-03 04:10:00,48.61,192.168.171.169,FR,device_111,success,0
user_14,2023-01-01 16:39:00,9.88,192.168.63.189,FR,device_257,success,0
user_86,2023-01-03 05:15:00,33.36,192.168.26.109,FR,device_11,decline,0
user_65,2023-01-01 20:07:00,13.43,192.168.58.71,FR,device_219,success,0
user_17,2023-01-02 21:37:00,48.79,192.168.250.223,UK,device_183,success,0
user_3,2023-01-02 07:28:00,9.0,192.168.177.89,RU,device_270,success,0
user_90,2023-01-01 14:27:00,62.83,192.168.18.108,UK,device_123,success,0
user_37,2023-01-02 14:47:00,31.77,192.168.97.197,US,device_125,success,0
user_47,2023-01-02 14:50:00,41.74,192.168.71.6,US,device_158,success,0
user_28,2023-01-01 08:37:00,103.44,192.168.230.177,US,device_240,decline,0
user_18,2023-01-03 19:50:00,53.52,192.168.68.21,US,device_223,success,0
user_56,2023-01-02 07:58:00,22.45,192.168.174.109,US,device_237,success,0
user_63,2023-01-03 03:09:00,77.53,192.168.243.214,DE,device_278,success,0
user_3,2023-01-01 21:34:00,89.92,192.168.165.169,FR,device_285,success,0
user_70,2023-01-03 17:33:00,5.27,192.168.6.196,DE,device_64,success,0
user_43,2023-01-03 11:13:00,49.24,192.168.28.2,US,device_131,success,0
user_14,2023-01-03 03:58:00,19.97,192.168.180.128,UK,device_118,success,0
user_68,2023-01-01 14:41:00,11.79,192.168.183.177,US,device_2,success,0
user_70,2023-01-01 03:47:00,52.64,192.168.41.192,UK,device_175,success,0
user_23,2023-01-03 05:16:00,44.21,192.168.24.67,RU,device_168,decline,0
user_42,2023-01-02 13:31:00,79.59,192.168.225.23,US,device_183,success,0
user_53,2023-01-02 21:52:00,242.0,192.168.87.79,RU,device_18,success,0
user_95,2023-01-01 20:44:00,7.02,192.168.182.142,UK,device_123,success,0
user_58,2023-01-02 14:27:00,46.92,192.168.4.40,FR,device_225,success,0
user_43,2023-01-02 15:06:00,40.0,172.16.0.1,RU,same_device,success,1
user_85,2023-01-03 08:07:00,81.19,192.168.247.240,RU,device_172,success,0
user_68,2023-01-02 06:12:00,36.53,192.168.74.48,US,device_131,success,0
user_62,2023-01-01 23:38:00,103.88,192.168.199.75,UK,device_226,success,0
user_21,2023-01-01 11:43:00,44.07,192.168.66.209,US,device_174,decline,0
user_92,2023-01-02 01:59:00,75.6,192.168.239.198,DE,device_14,success,0
user_47,2023-01-02 04:44:00,9.33,192.168.187.145,DE,device_152,success,0
user_70,2023-01-01 09:44:00,13.94,192.168.124.209,UK,device_222,decline,0
user_33,2023-01-03 19:25:00,2.46,192.168.41.154,FR,device_59,decline,0
user_59,2023-01-03 04:01:30,4.885585067957993,10.0.0.1,RU,bot_device,decline,1
user_65,2023-01-03 08:11:00,181.93,192.168.17.82,US,device_184,success,0
user_2,2023-01-01 02:53:00,2.62,192.168.236.174,RU,device_292,success,0
user_43,2023-01-01 19:11:00,28.38,192.168.6.1,US,device_262,decline,0
user_1,2023-01-03 09:27:00,86.35,192.168.64.133,RU,device_73,success,0
user_74,2023-01-01 10:02:00,36.85,192.168.178.237,DE,device_115,success,0
user_12,2023-01-03 19:24:00,28.63,192.168.237.50,UK,device_245,success,0
user_71,2023-01-02 08:49:00,29.43,192.168.48.189,FR,device_196,success,0
user_62,2023-01-02 11:25:00,68.76,192.168.102.136,FR,device_87,decline,0
user_2,2023-01-03 10:01:00,10.44,192.168.31.230,RU,device_174,success,0
user_76,2023-01-03 18:20:00,0.39,192.168.101.139,US,device_273,success,0
user_53,2023-01-01 13:47:00,16.9,192.168.6.173,FR,device_147,success,0
user_77,2023-01-01 22:00:00,32.83,192.168.175.81,FR,device_48,success,0
user_69,2023-01-01 01:28:00,41.95,192.168.17.32,DE,device_190,success,0
user_62,2023-01-01 11:07:00,30.24,192.168.99.170,UK,device_36,success,0
user_96,2023-01-01 07:58:00,108.59,192.168.204.123,FR,device_164,success,0
user_42,2023-01-02 02:12:00,11.5,192.168.191.213,DE,device_75,success,0
user_68,2023-01-01 10:16:00,15.8,192.168.83.208,FR,device_82,success,0
user_16,2023-01-01 08:51:00,6.88,192.168.79.153,RU,device_18,success,0
user_23,2023-01-02 23:57:00,26.75,192.168.14.243,UK,device_135,success,0
user_60,2023-01-02 23:18:00,211.29,192.168.9.30,DE,device_215,success,0
user_7,2023-01-02 00:18:00,20.5,192.168.195.132,UK,device_266,success,0
user_96,2023-01-03 06:30:00,10.69,192.168.20.199,UK,device_190,decline,0
user_3,2023-01-03 13:42:00,73.45,192.168.190.211,UK,device_229,success,0
